episode,timestep,reward
1,300,-51384.0984
3,600,-41676.0524
6,900,-33566.9071
8,1200,-45426.0424
11,1500,-27186.7713
13,1800,-28119.2121
15,2100,-30976.1416
17,2400,-30422.1429
19,2700,-33844.4554
21,3000,-43867.6308
24,3300,-25854.7205
26,3600,-31824.8997
28,3900,-33035.485
31,4200,-19381.2324
33,4500,-23625.7227
35,4800,-41984.5568
38,5100,-29658.0911
41,5400,-27554.8578
43,5700,-14420.1314
46,6000,-24597.3781
49,6300,-22105.822
51,6600,-41193.9992
53,6900,-26180.4977
55,7200,-19923.7514
58,7500,-21081.0735
62,7800,-18342.3099
65,8100,-22382.6376
69,8400,-10322.3518
73,8700,-9149.0787
76,9000,-8779.4339
80,9300,-6246.0682
83,9600,-7411.1561
86,9900,-10402.1322
90,10200,-7639.0205
93,10500,-8946.3749
97,10800,-8064.9079
99,11100,-6107.3656
101,11400,-7250.5487
103,11700,-3845.281
105,12000,-8446.1962
107,12300,-8409.3059
110,12600,-7841.0952
112,12900,-5000.8319
115,13200,-6053.3747
117,13500,-6417.7907
119,13800,-6880.0023
121,14100,-4182.6383
123,14400,-7142.5146
125,14700,-7150.2431
128,15000,-5201.6309
130,15300,-4794.9819
132,15600,-6959.6357
134,15900,-4394.1011
136,16200,-4580.7169
138,16500,-5702.0218
140,16800,-5895.2167
143,17100,-7428.289
145,17400,-4780.8182
147,17700,-12205.713
149,18000,-6441.7579
151,18300,-3758.1915
153,18600,-4306.1496
155,18900,-4663.4962
157,19200,-8427.5294
159,19500,-6109.4753
161,19800,-3828.2357
163,20100,-6721.0491
165,20400,-5743.1546
167,20700,-5271.464
169,21000,-3909.482
171,21300,-3528.4918
173,21600,-7276.0529
175,21900,-4936.5015
177,22200,-4165.6574
179,22500,-4391.9653
181,22800,-8354.4375
183,23100,-5112.0622
185,23400,-5991.7217
187,23700,-7787.0195
189,24000,-3448.6793
191,24300,-4465.6032
193,24600,-6287.5927
195,24900,-12167.4115
197,25200,-6374.4578
199,25500,-8325.3265
201,25800,-6484.1446
203,26100,-5678.1712
205,26400,-3632.8798
207,26700,-6691.235
209,27000,-4273.8176
211,27300,-7341.0852
213,27600,-4495.9354
215,27900,-6647.7439
217,28200,-7626.0537
219,28500,-6201.8938
221,28800,-6394.6185
223,29100,-6040.0469
225,29400,-3185.2109
227,29700,-5473.2366
229,30000,-3367.1316
231,30300,-5699.8184
233,30600,-5897.2284
235,30900,-4782.4648
237,31200,-5695.1932
239,31500,-4320.2947
241,31800,-3329.1694
243,32100,-6184.1455
245,32400,-3242.3588
247,32700,-3305.5202
249,33000,-5851.1146
251,33300,-6101.6345
253,33600,-3128.2733
255,33900,-3401.6764
257,34200,-3164.6832
259,34500,-5593.8427
261,34800,-3434.7578
263,35100,-5966.0593
265,35400,-3629.0441
267,35700,-6656.5186
269,36000,-6416.3168
271,36300,-3649.9901
273,36600,-6653.7529
275,36900,-5523.0292
277,37200,-3488.8412
279,37500,-3318.5827
281,37800,-13519.3647
283,38100,-3378.6697
285,38400,-3396.5188
287,38700,-5528.3127
289,39000,-7827.0669
291,39300,-3883.4395
293,39600,-26101.3497
295,39900,-3568.4348
297,40200,-3530.0481
299,40500,-5927.0375
302,40800,-4061.5902
304,41100,-3487.2182
306,41400,-3728.7385
308,41700,-3450.0141
310,42000,-3573.8162
312,42300,-3566.9201
314,42600,-5852.91
316,42900,-3172.9723
318,43200,-3088.2556
320,43500,-4069.7865
322,43800,-8705.9653
324,44100,-3848.5267
326,44400,-4053.6813
328,44700,-2837.7323
330,45000,-3424.6671
332,45300,-5681.528
334,45600,-4153.1606
336,45900,-3371.6754
338,46200,-3125.136
340,46500,-3412.1341
342,46800,-8438.9266
344,47100,-12961.4265
346,47400,-3914.9424
348,47700,-6853.9731
350,48000,-26431.9505
352,48300,-3312.9686
354,48600,-3340.5152
356,48900,-3662.4456
358,49200,-3467.4907
360,49500,-3274.0473
362,49800,-3516.8429
364,50100,-3910.3447
366,50400,-5759.1634
368,50700,-3576.6236
370,51000,-3249.7807
372,51300,-3938.0526
374,51600,-5641.2038
376,51900,-3515.5576
378,52200,-3292.9097
380,52500,-3624.5619
382,52800,-13822.8638
384,53100,-3555.2387
386,53400,-3335.9
388,53700,-3523.4552
390,54000,-3978.0213
392,54300,-6311.772
394,54600,-6692.335
396,54900,-5776.3699
398,55200,-3210.551
400,55500,-3508.3732
402,55800,-12975.3053
404,56100,-6833.7868
406,56400,-3697.9104
408,56700,-3715.8044
410,57000,-3417.3289
412,57300,-27460.8555
414,57600,-3215.7561
416,57900,-6084.5881
418,58200,-3291.9866
420,58500,-6114.5384
423,58800,-12312.0178
425,59100,-11745.5773
427,59400,-20068.6687
429,59700,-8872.5115
431,60000,-7580.092
433,60300,-10038.2657
435,60600,-28554.5601
437,60900,-26847.5505
439,61200,-6252.2357
441,61500,-18239.6712
443,61800,-6960.3489
445,62100,-19058.7215
447,62400,-6329.5515
449,62700,-3118.5549
451,63000,-3287.9199
453,63300,-11428.0768
455,63600,-4271.0849
457,63900,-3410.8273
459,64200,-3324.506
461,64500,-3480.2166
463,64800,-3897.4493
465,65100,-15931.4261
467,65400,-20414.7397
469,65700,-34169.1005
471,66000,-15022.3621
473,66300,-3423.3293
475,66600,-5781.7689
477,66900,-15044.8396
479,67200,-4440.0696
481,67500,-3812.1519
483,67800,-3808.2115
485,68100,-3196.6395
487,68400,-3518.0795
489,68700,-5487.6725
491,69000,-26603.0213
493,69300,-10203.0964
495,69600,-3961.9891
497,69900,-9016.1211
499,70200,-42640.9608
501,70500,-10280.0248
503,70800,-3627.5686
505,71100,-8734.5715
507,71400,-12289.643
509,71700,-3559.2068
511,72000,-8616.8599
513,72300,-7617.2451
515,72600,-4283.0766
517,72900,-4682.7251
519,73200,-3285.2709
521,73500,-3530.468
523,73800,-26935.0001
525,74100,-26860.3961
527,74400,-5396.6346
529,74700,-8316.4022
531,75000,-8052.9701
533,75300,-6889.0116
535,75600,-3751.1557
537,75900,-6749.4313
539,76200,-3757.1547
541,76500,-3862.6143
543,76800,-6832.6937
545,77100,-3176.0426
547,77400,-3739.5243
549,77700,-6677.1136
551,78000,-3314.1824
553,78300,-3603.0904
555,78600,-2978.0734
557,78900,-7060.4722
559,79200,-3460.3564
561,79500,-4050.7068
563,79800,-5686.4656
565,80100,-3578.9629
567,80400,-3525.6046
569,80700,-5855.0204
571,81000,-3831.4358
573,81300,-3838.1301
575,81600,-4914.9096
577,81900,-3911.5134
579,82200,-5636.3158
581,82500,-25130.6995
583,82800,-3916.6121
585,83100,-4437.6887
587,83400,-3390.3026
589,83700,-27333.2152
591,84000,-6236.8495
593,84300,-6061.3769
595,84600,-3485.6538
597,84900,-17099.6935
599,85200,-5643.5165
601,85500,-4494.8628
603,85800,-3200.6385
605,86100,-3651.0277
607,86400,-14772.5573
609,86700,-4313.226
611,87000,-26524.0583
613,87300,-3781.6789
615,87600,-3777.6346
618,87900,-6958.1328
621,88200,-11848.2583
623,88500,-30470.6493
626,88800,-8261.5404
628,89100,-13087.1664
630,89400,-4889.0029
633,89700,-11104.1781
636,90000,-8476.5638
638,90300,-6564.7317
640,90600,-7881.9856
644,90900,-9898.3949
647,91200,-12016.9633
650,91500,-9719.1734
652,91800,-10053.6157
654,92100,-6676.3119
657,92400,-7444.6481
659,92700,-4620.3217
661,93000,-6094.4844
663,93300,-11116.212
665,93600,-6177.9249
667,93900,-4148.1473
669,94200,-19043.1866
671,94500,-6148.226
673,94800,-3808.673
675,95100,-4335.9859
677,95400,-17321.4494
679,95700,-7805.5385
681,96000,-26306.5509
683,96300,-7097.9526
685,96600,-3917.0547
687,96900,-8966.2479
689,97200,-18311.0228
691,97500,-6100.8813
693,97800,-18179.1316
695,98100,-4468.2779
697,98400,-4207.4505
699,98700,-4012.7641
701,99000,-13735.567
703,99300,-6348.4459
705,99600,-5854.4839
707,99900,-5991.885
710,100200,-18714.1151
712,100500,-35977.4556
715,100800,-16820.5162
717,101100,-29188.7957
719,101400,-43780.1842
721,101700,-10183.6574
723,102000,-5699.978
726,102300,-7869.2831
728,102600,-14573.3945
730,102900,-29118.1414
733,103200,-15666.3135
736,103500,-9816.4429
738,103800,-8317.8796
740,104100,-8430.6865
742,104400,-4038.4439
744,104700,-4020.6192
746,105000,-24404.4056
750,105300,-10406.8442
753,105600,-26402.2269
755,105900,-5546.1259
757,106200,-10022.5778
760,106500,-7457.0396
762,106800,-27113.2284
764,107100,-8658.487
766,107400,-9756.0132
769,107700,-10280.7102
772,108000,-16809.9482
775,108300,-9864.7072
777,108600,-10315.4214
779,108900,-17070.3892
781,109200,-6204.6805
784,109500,-6085.4857
786,109800,-6237.6885
788,110100,-6107.4367
790,110400,-20663.5217
793,110700,-9371.8529
795,111000,-5917.5584
797,111300,-7020.1395
799,111600,-4245.9598
801,111900,-30052.7369
804,112200,-21487.1495
806,112500,-10590.5044
808,112800,-4493.6026
810,113100,-12993.0397
812,113400,-29941.1872
814,113700,-12796.2063
816,114000,-39367.8145
818,114300,-9716.411
820,114600,-30574.0547
822,114900,-6209.3413
824,115200,-3595.3471
827,115500,-11209.769
830,115800,-9291.5839
832,116100,-5353.9631
834,116400,-6298.8137
836,116700,-11304.0808
839,117000,-13416.1204
841,117300,-20449.5426
843,117600,-7310.1605
846,117900,-11017.6377
848,118200,-8329.6777
851,118500,-13132.4869
853,118800,-4149.4108
855,119100,-9083.1154
857,119400,-3575.4858
860,119700,-11922.3953
862,120000,-10644.1583
864,120300,-35813.7332
866,120600,-5836.3598
868,120900,-6691.3986
870,121200,-22268.55
872,121500,-8393.0959
874,121800,-12606.2653
876,122100,-4653.5031
878,122400,-4087.5748
882,122700,-12182.924
885,123000,-16742.6263
887,123300,-8269.6704
891,123600,-11103.0901
893,123900,-5732.4855
896,124200,-8849.0523
899,124500,-6888.9902
901,124800,-6268.6524
903,125100,-40998.3476
905,125400,-10051.9053
907,125700,-12185.0823
909,126000,-3897.8095
912,126300,-7851.1631
915,126600,-5782.8823
918,126900,-13868.5005
921,127200,-12710.7121
923,127500,-8142.9386
926,127800,-24685.3953
928,128100,-12046.5499
931,128400,-18717.8401
933,128700,-5552.0367
935,129000,-11372.5818
937,129300,-9275.596
