episode,timestep,reward
742,110400,-15123.2738
744,110700,-16717.5211
746,111000,-14103.6037
748,111300,-17388.1509
750,111600,-14463.1461
752,111900,-14747.6939
754,112200,-17735.7033
756,112500,-15124.2638
758,112800,-14834.6211
760,113100,-15006.5348
762,113400,-16127.8362
764,113700,-15779.3185
766,114000,-19925.9852
768,114300,-15322.5174
770,114600,-16309.0533
772,114900,-15800.8386
774,115200,-17388.7635
776,115500,-14772.6572
778,115800,-16694.1076
780,116100,-21940.2474
782,116400,-15133.4613
784,116700,-14756.8462
786,117000,-15069.8984
788,117300,-15163.3128
790,117600,-14659.7155
792,117900,-16097.9617
794,118200,-14633.3435
796,118500,-17347.8712
798,118800,-15311.0564
800,119100,-16610.9988
802,119400,-13796.5086
804,119700,-14053.3612
806,120000,-15377.8055
808,120300,-15430.1542
810,120600,-14947.0218
812,120900,-16440.7404
814,121200,-15726.641
816,121500,-14361.307
818,121800,-16450.0714
820,122100,-13392.8158
822,122400,-15635.3502
824,122700,-14409.3024
826,123000,-15830.4568
828,123300,-16213.3022
830,123600,-14905.735
832,123900,-14322.2142
834,124200,-14170.6651
836,124500,-15358.8023
838,124800,-14981.8743
840,125100,-16531.1829
842,125400,-15309.7085
844,125700,-14367.1607
846,126000,-14180.4199
848,126300,-14762.842
850,126600,-14889.1447
852,126900,-14640.274
854,127200,-16545.3821
856,127500,-15849.1247
858,127800,-16309.5693
860,128100,-15104.2218
862,128400,-14332.5288
864,128700,-18488.7004
866,129000,-14554.7865
868,129300,-14353.4639
870,129600,-14998.8555
872,129900,-14635.5879
874,130200,-14163.2332
876,130500,-13860.6309
878,130800,-14992.5302
880,131100,-13845.1464
882,131400,-14884.1193
884,131700,-14077.3597
886,132000,-14471.0735
888,132300,-14455.193
890,132600,-15439.3924
892,132900,-14791.0843
894,133200,-14382.5427
896,133500,-13993.539
898,133800,-15637.1463
900,134100,-14495.2855
902,134400,-15408.5691
904,134700,-14685.1415
906,135000,-14161.9613
908,135300,-17097.3945
910,135600,-14383.0129
912,135900,-15399.6901
914,136200,-14256.585
916,136500,-14276.5759
918,136800,-14606.6838
920,137100,-14249.1359
922,137400,-13711.2444
924,137700,-13702.3769
926,138000,-13664.2478
928,138300,-15014.1262
930,138600,-23336.6785
932,138900,-15030.3453
934,139200,-13833.7057
936,139500,-13852.8755
938,139800,-14028.9077
940,140100,-14160.7905
942,140400,-13719.6985
944,140700,-14305.3639
946,141000,-13751.1301
948,141300,-13275.1952
950,141600,-14653.2194
952,141900,-15417.1229
954,142200,-18933.9634
956,142500,-14003.0634
958,142800,-15424.5331
960,143100,-14128.6066
962,143400,-14464.7636
964,143700,-16545.3358
966,144000,-15365.8486
968,144300,-14112.0255
970,144600,-14600.1777
972,144900,-13555.5487
974,145200,-13616.3937
976,145500,-15818.576
978,145800,-13999.225
