episode,timestep,reward
1,300,-3936.5903
3,600,-4188.9227
5,900,-4548.8123
7,1200,-3457.4406
9,1500,-3948.4011
11,1800,-3508.2564
13,2100,-3561.1492
15,2400,-3975.3064
17,2700,-3665.8905
20,3000,-4076.7778
22,3300,-3443.028
24,3600,-3470.3755
26,3900,-3414.125
28,4200,-4013.3322
30,4500,-3795.3716
32,4800,-3923.9503
34,5100,-6145.9024
36,5400,-3771.1255
38,5700,-4006.4302
40,6000,-4127.9166
42,6300,-3399.1409
44,6600,-8364.6341
46,6900,-4102.3509
48,7200,-3769.298
50,7500,-3425.9638
52,7800,-4129.5728
54,8100,-4055.2068
56,8400,-4444.2074
58,8700,-3498.8828
60,9000,-6531.9485
62,9300,-3301.4398
64,9600,-3418.0568
66,9900,-4022.2025
68,10200,-4188.8426
70,10500,-3778.6294
72,10800,-3510.7539
74,11100,-4407.184
76,11400,-3726.2963
78,11700,-8022.2375
80,12000,-3945.9801
82,12300,-3664.8002
84,12600,-6602.3257
86,12900,-3759.1759
88,13200,-6368.2719
90,13500,-7160.3111
92,13800,-7442.6757
94,14100,-3300.2089
96,14400,-3945.6451
98,14700,-3262.9359
100,15000,-6809.9217
102,15300,-3693.3992
104,15600,-5884.5202
106,15900,-3926.7523
108,16200,-5929.668
111,16500,-6159.6989
113,16800,-3605.2837
115,17100,-2812.9906
117,17400,-3318.6294
119,17700,-6119.9802
121,18000,-3702.6594
123,18300,-4319.1579
125,18600,-3719.5454
127,18900,-5529.1661
129,19200,-3110.9617
131,19500,-4330.7629
133,19800,-3872.5116
135,20100,-3119.4459
137,20400,-3507.505
139,20700,-3289.5936
141,21000,-6510.9398
143,21300,-3765.5665
145,21600,-5850.6948
147,21900,-7166.7082
149,22200,-3598.8112
151,22500,-3399.3261
153,22800,-3911.8235
155,23100,-4322.869
157,23400,-3412.0612
159,23700,-3884.0621
161,24000,-5692.5238
163,24300,-4168.7527
165,24600,-3938.09
167,24900,-3610.6078
169,25200,-4039.3234
171,25500,-3687.7747
173,25800,-4283.3107
175,26100,-3932.568
177,26400,-3521.4154
179,26700,-7349.8916
181,27000,-4252.7878
183,27300,-3830.3174
185,27600,-4861.6352
187,27900,-8336.211
189,28200,-4168.4199
191,28500,-3917.7823
193,28800,-3886.0091
195,29100,-3885.8809
197,29400,-3797.948
199,29700,-3622.5916
201,30000,-4018.0464
203,30300,-7839.8207
205,30600,-6354.523
207,30900,-4377.6867
209,31200,-4409.2774
211,31500,-4213.2777
213,31800,-4088.9464
215,32100,-4505.3043
217,32400,-4050.186
219,32700,-3668.1199
221,33000,-3690.6832
223,33300,-3423.3055
225,33600,-4447.4329
227,33900,-3811.7827
229,34200,-3470.2747
231,34500,-3378.4492
233,34800,-3875.873
235,35100,-3523.3081
237,35400,-3774.0846
239,35700,-4437.7917
241,36000,-3509.7751
243,36300,-3742.3446
245,36600,-6169.5698
247,36900,-4032.1531
249,37200,-3673.2981
251,37500,-3627.8218
253,37800,-5675.3271
255,38100,-3903.8677
257,38400,-3535.7222
259,38700,-3186.9233
261,39000,-6045.9743
263,39300,-3667.8947
265,39600,-3552.5442
267,39900,-5772.7192
269,40200,-3230.4179
271,40500,-5674.6094
273,40800,-3514.8985
275,41100,-2868.6826
277,41400,-3409.0702
279,41700,-3481.8209
281,42000,-4100.0412
283,42300,-3666.7091
285,42600,-3745.4991
287,42900,-5297.627
289,43200,-6956.2331
291,43500,-3483.2378
293,43800,-3500.6677
295,44100,-3840.994
297,44400,-3968.3316
299,44700,-3410.8562
301,45000,-3862.771
303,45300,-5642.3276
306,45600,-3875.7835
308,45900,-20126.2521
310,46200,-4042.6209
312,46500,-11150.4345
314,46800,-4039.0296
316,47100,-24825.4231
318,47400,-3486.6744
320,47700,-5943.348
322,48000,-3068.0083
324,48300,-7904.88
326,48600,-3456.4729
328,48900,-3383.4295
330,49200,-3467.4857
332,49500,-6189.7993
334,49800,-3365.5686
336,50100,-6431.559
338,50400,-6898.2234
340,50700,-3989.8626
342,51000,-3990.5252
344,51300,-3867.3459
346,51600,-5948.9039
348,51900,-7275.3425
350,52200,-4041.8785
352,52500,-3709.2252
354,52800,-3839.238
356,53100,-3201.0417
359,53400,-3634.1892
361,53700,-3697.7208
363,54000,-3815.8581
365,54300,-5576.2482
367,54600,-3879.2881
369,54900,-3446.6692
372,55200,-3688.5463
374,55500,-3456.7197
377,55800,-4094.1729
379,56100,-3439.5495
381,56400,-3151.2953
383,56700,-7698.2326
385,57000,-4173.6102
387,57300,-3883.6265
389,57600,-3896.542
391,57900,-5541.227
393,58200,-6633.8583
395,58500,-3666.4288
397,58800,-3837.2729
399,59100,-7612.252
401,59400,-8491.5376
403,59700,-3505.5656
405,60000,-3919.0952
407,60300,-3535.4117
409,60600,-5946.4083
411,60900,-6071.8697
414,61200,-3439.564
416,61500,-3234.3746
418,61800,-3752.4733
420,62100,-3507.2044
422,62400,-3922.6231
424,62700,-3790.7817
426,63000,-3708.2641
428,63300,-7056.96
430,63600,-8090.4933
432,63900,-3794.0313
434,64200,-6415.8578
436,64500,-3791.8608
438,64800,-3632.6855
441,65100,-3702.8862
443,65400,-6279.6765
445,65700,-3733.4754
447,66000,-6484.6751
449,66300,-6743.0805
451,66600,-4037.9882
453,66900,-7921.9568
455,67200,-4364.6151
457,67500,-7008.13
459,67800,-3951.6919
461,68100,-3925.39
463,68400,-6323.6243
465,68700,-4190.9919
467,69000,-5905.477
469,69300,-3808.4672
471,69600,-3612.0993
473,69900,-4706.0247
475,70200,-4238.4329
