x,y,vx,vy,yaw,yaw_rate,wf,wr,Status,Omega,Steer
-4.58626197558147,4.006771160204191,-0.04519820303954669,8.370220579421257e-05,-0.0008094261709826124,0.0006051690336723113,0.30361823777873065,0.20216734487574617,7.0,0.85,0.0
-4.586514101760754,4.006771222584864,0.002156800034327602,0.0001582233291315611,-0.0007960280297861251,0.0009125283614075626,0.26473061956882027,0.13005697010953163,7.0,0.85,0.0
-4.58633807116018,4.0067795614190445,0.03397649856761938,0.0005897260124273421,-0.0007908097081527104,-0.0024115821819295996,3.2198601116547967,3.0925308016167286,7.0,0.85,0.0
-4.585685819824355,4.006784640162875,0.08258935037360748,0.0013460579876482784,-0.0008027429901530916,-0.00017002536333667336,2.8339125874488142,2.716732830004248,7.0,0.85,0.0
-4.584495651786826,4.006781441243732,0.12931333589227592,-0.0004317381617932899,-0.0008169235159264257,-0.001278118786994061,3.7524832089777087,3.639373960032848,7.0,0.85,0.0
-4.58279599879376,4.006780842633536,0.17439315748275708,0.0004188239121564775,-0.0008222836620036813,-0.0015516527058977384,5.014911848597919,4.886547966294439,7.0,0.85,0.0
-4.58055712863293,4.006779601981092,0.2248065937951907,-0.0002935269927152061,-0.0008351686368479001,-0.0013279785908022037,4.227713438890726,4.101425094486125,7.0,0.85,0.0
-4.577814205429069,4.006778557470661,0.2687656050110019,0.0007670636459309,-0.0008377773461525042,-8.866719051680005e-05,5.336461875296086,5.218350544978177,7.0,0.85,0.0
-4.57457507286396,4.00677739179113,0.3093608112785254,-3.14275596320379e-05,-0.0008468172336091484,-0.00010716083871271931,7.488223086248978,7.355580030625797,7.0,0.85,0.0
-4.570830386950919,4.006775003996163,0.3524377180586103,0.0002762285452712657,-0.0008478209452216288,-0.000335022042209064,8.789453802930025,8.674779905027814,7.0,0.85,0.0
-4.566586898626479,4.006774790398447,0.4024585881374983,0.00020381935916505365,-0.0008474702076332605,0.00037061582116030536,7.8841391323721055,7.736817138753684,7.0,0.85,0.0
-4.562381231198437,4.006770818112013,0.44109779029726626,0.0005194385897147442,-0.0008469026084143912,-0.0008325783295622568,8.803711429958945,8.65550537259297,7.0,0.85,0.0
-4.557171934868847,4.006767252173805,0.4844087410964031,3.5669380568008856e-05,-0.0008456730060489111,0.0001916723220093074,10.528565597625672,10.391564481236934,7.0,0.85,0.0
-4.5514373658035545,4.00675913876757,0.5325685002599297,-0.0007455012392662823,-0.0008497817943131613,-0.0003989636175867925,10.77043218254278,10.628071088552122,7.0,0.85,0.0
-4.545189972453931,4.006748884889543,0.5782118308414171,-0.0004576170935208976,-0.0008567840113692377,-0.0008259461725035782,11.275572525646432,11.095061287314323,7.0,0.85,0.0
-4.538421887002542,4.006742465198608,0.624542033785416,-0.00047628948450856903,-0.0008578208069151676,-0.00033523087536447204,12.255668226533544,12.077009592805997,7.0,0.85,0.0
-4.531149513772821,4.006735044978694,0.6685864612862691,-0.0002889736964706465,-0.000861704187500997,-0.0007545191124712493,12.984717104792104,12.793429961500323,7.0,0.85,0.0
-4.523371469896906,4.006725697051561,0.7143335344631959,0.0003645253479245636,-0.000871816951485941,-8.625577614922262e-05,13.57967232985676,13.377969931640415,7.0,0.85,0.0
-4.5150877802804725,4.006720861907811,0.7586308108980508,-7.626612469793808e-05,-0.000866090376787481,4.139706249883499e-05,14.356207657904665,14.153304054217195,7.0,0.85,0.0
-4.5063176602075075,4.00671126582004,0.8016096449293911,-0.00032282787864759753,-0.000870026197717744,-0.0010480859008659355,15.51457680710799,15.302500635558623,7.0,0.85,0.0
-4.498102987132459,4.006704588179701,0.8411180570871383,-5.3004009622104135e-05,-0.000872414722878382,0.0006386571427975632,16.10561939037702,15.875525032328156,7.0,0.85,0.0
-4.488391822868501,4.006694512560155,0.8840347318136778,-0.0003505261537179982,-0.0008742796566289986,-0.0002407491465275244,17.00779614378965,16.778176635157678,7.0,0.85,0.0
-4.478183301005148,4.00668809383932,0.9294436779463068,0.00040552969340953857,-0.000871433566383162,0.0008549898667397689,17.82463203298961,17.600372970188822,7.0,0.85,0.0
-4.46747127328295,4.006685066303811,0.974706165672642,0.0001824217782008566,-0.0008614169407911892,0.0011610033460475039,18.549576783780033,18.319417558831027,7.0,0.85,0.0
-4.45624789516622,4.006670162595834,1.0205404552220434,-0.0004499359014322995,-0.0008642093748267682,-0.0005265643886121809,19.341138524908757,19.096183508195402,7.0,0.85,0.0
-4.444519916069471,4.006656770958559,1.0651581888234312,-0.0002058490418651992,-0.0008711571714826148,-0.0006677523187058044,20.295804865801472,20.02945071022767,7.0,0.85,0.0
-4.432283277310271,4.006643457919708,1.110077927641704,-0.00041628559079935114,-0.0008767310948358865,-0.0004736496776283344,21.07495806941321,20.82912394267329,7.0,0.85,0.0
-4.419530509970011,4.006630596340428,1.1552424136362198,0.0006140675378190455,-0.000882517622192186,-0.00011518650063834564,21.9431733966604,21.70062624254018,7.0,0.85,0.0
-4.406285167691402,4.006620284077208,1.1985470667813924,0.00021579252517644337,-0.0008802007390584079,4.224466524446329e-05,22.70966248702708,22.487351818180038,7.0,0.85,0.0
-4.394097683179415,4.006610101383405,1.2389355948003247,-0.0003090514344649162,-0.0008779139483067742,-2.9839833209849704e-05,23.477792061882948,23.24855988747261,7.0,0.85,0.0
-4.379910970080708,4.006601117239072,1.2831209840444213,0.0005479323221943378,-0.0008755471248072016,0.00038213111770634247,24.300242750651087,24.082796395660385,7.0,0.85,0.0
-4.365221422847553,4.006598684081982,1.3284010209321226,0.0006943709091460696,-0.0008657552942559141,0.001440674577727481,25.11639826566082,24.90083765454531,7.0,0.85,0.0
-4.350025001578031,4.006589986384444,1.3731313653616681,-0.0004053988113117197,-0.0008550478582045307,0.000493462332617928,25.972062026980765,25.74850071882553,7.0,0.85,0.0
-4.334328073564248,4.006574805195022,1.4173709523897329,-0.0003442545213837969,-0.0008572818497710008,-0.00025163809043905327,26.78698428171941,26.592919386125402,7.0,0.85,0.0
-4.318131625897145,4.006564653377655,1.4615860998435002,-0.0005218081561015897,-0.0008550279916492704,0.0005870960367884457,27.63232096823313,27.42689703549857,7.0,0.85,0.0
-4.301429746757737,4.00654472986305,1.5071435145453547,-0.000770038129543924,-0.000856816456231661,-0.0006210005219032102,28.48359718125556,28.284493826107443,7.0,0.85,0.0
-4.284217161940236,4.006524446650699,1.5529636825790785,-0.0005345400380589696,-0.0008630939112196969,-0.0006854976567222539,29.3046254436497,29.128466456315504,7.0,0.85,0.0
-4.266496193277854,4.0065113044305445,1.5967360359159348,0.00030518107097913285,-0.0008659337897058279,0.00018119199843863345,30.146531644653777,29.990331707052427,7.0,0.85,0.0
-4.250329625119597,4.00649985335731,1.6368423194009296,0.0008586315427799637,-0.0008607678357597144,0.0006243557760373035,30.8747970768365,30.712530514668515,7.0,0.85,0.0
-4.2316656013413185,4.006488292097467,1.6810979786890614,0.00011124106829623519,-0.0008537654364419199,0.0003658098303698951,31.71329429355857,31.546006720658966,7.0,0.85,0.0
-4.212493040004575,4.006467917976491,1.7273937667115162,-0.0009936597466908182,-0.0008528000640603512,-0.0005292631790478183,32.59148194911925,32.40531584786,7.0,0.85,0.0
-4.192796442734146,4.006448763951092,1.7745080093857093,-0.0003415395498982522,-0.0008593880093117098,-0.00022890976581459329,33.472010835084234,33.2836069606027,7.0,0.85,0.0
-4.172576532752109,4.006426945222287,1.8205866571243434,2.4254258132806934e-05,-0.0008640152865432496,-0.00019889654295352787,34.36499558870999,34.159717536976196,7.0,0.85,0.0
-4.151851713597385,4.006406674759068,1.8640852816253992,-0.0007886557377889455,-0.000866650024362195,-0.0007116661796503449,35.176129719589326,34.977556229010744,7.0,0.85,0.0
-4.1306319389886905,4.006385201674913,1.9086587377861184,1.9768756481102563e-05,-0.0008689355901460537,-0.00022178161076767867,35.97662609920609,35.81493504557235,7.0,0.85,0.0
-4.108904678647828,4.006366371754346,1.9539464072823494,-0.0010736702827150925,-0.0008662011386664978,0.0002634379985260876,36.818758659615156,36.680890571547046,7.0,0.85,0.0
-4.086670364127156,4.0063383510986466,1.9991739568335374,-0.0006314370990531967,-0.0008714339474317551,-0.0008345045468133834,37.678387596499306,37.530223288787326,7.0,0.85,0.0
-4.066484370480149,4.006319891850225,2.037768101100049,-8.993165428070385e-06,-0.000877703680770604,-6.519323175215136e-05,38.42119232276244,38.26954734601851,7.0,0.85,0.0
-4.043310141367868,4.00629825856426,2.0823238172959058,-0.0008435552763302371,-0.0008780578358855842,-0.0002757779581441377,39.2299773437016,39.10505341019835,7.0,0.85,0.0
-4.019631878971511,4.006273396141474,2.1279694823017317,-0.00012052031032605884,-0.0008818739361264452,-4.0638206785168056e-05,40.07807722367068,39.96291530552373,7.0,0.85,0.0
-3.995448575900464,4.006248575385531,2.1718457095862114,-0.0007037797053384442,-0.000884398107483455,-0.000326885122328126,40.890799397893936,40.783079744952744,7.0,0.85,0.0
-3.9707599115225856,4.006229342601948,2.2170009908019366,0.0009049003768349518,-0.0008878889325835113,0.00015961020230384306,41.74414557143345,41.63654625523818,7.0,0.85,0.0
-3.9455707555310147,4.006212272242201,2.2619313076435383,0.0008519289002122512,-0.0008822365647124089,0.0007483758691366281,42.59087768068116,42.47520059744063,7.0,0.85,0.0
-3.9198767503320924,4.006201531087864,2.3066461080795952,0.0003474981647918772,-0.0008739826717281274,0.0006350225268506725,43.43883586401972,43.32173502086227,7.0,0.85,0.0
-3.8936737077730026,4.006176332454846,2.3523550043145853,0.00013518624314024278,-0.0008734316477485121,-0.0004921920002138152,44.2774628531082,44.172057567514074,7.0,0.85,0.0
-3.866959098330777,4.00615581010644,2.396647198504884,0.0010872235092852737,-0.0008742106669676761,0.00026629533213875904,45.121360853547586,45.02990023936928,7.0,0.85,0.0
-3.842798579267023,4.00613729897036,2.4352550236015813,0.00024540396161997776,-0.0008746405460258335,4.591541443334262e-05,45.821025217135244,45.74695016623203,7.0,0.85,0.0
-3.8151471030000725,4.0061144717352155,2.4796430554920037,0.0007558094668559415,-0.0008765798340974391,-3.568022886466502e-05,46.664402782304165,46.58238265885399,7.0,0.85,0.0
-3.7870026050688304,4.006098149355871,2.523573517342888,0.0001325581284029131,-0.0008729678089752116,0.0005421951514310143,47.48805048673367,47.42305588734331,7.0,0.85,0.0
-3.7583519587487775,4.006077486822717,2.56987575965424,0.00010152646834716344,-0.000867584417297348,0.0005383995777602267,48.355866538330474,48.27740254472596,7.0,0.85,0.0
-3.729190708089938,4.00604348674478,2.615016670647279,-0.0005871597276240577,-0.0008700935488476391,-0.0007082341991696117,49.19303457387642,49.113543863063256,7.0,0.85,0.0
-3.6995152237446445,4.006014913166732,2.6602730892572573,-0.0008083722100928697,-0.0008756765078319999,-0.0005098142070392552,50.06327610523468,49.99260079272432,7.0,0.85,0.0
-3.6693312792378627,4.005978613891364,2.7060617185655707,-0.0011724249205410416,-0.0008828355064123424,-0.0005696081825134865,50.91819612042004,50.82934360008896,7.0,0.85,0.0
-3.63864426811599,4.005947570572898,2.7501104437332957,-1.9973236358440422e-05,-0.0008848990950684654,-0.00013527485451237674,51.733533434828814,51.65885085078804,7.0,0.85,0.0
-3.6074513820898524,4.00592270019965,2.7957258548845316,-0.000599036659051833,-0.0008846396561978216,0.00033823925182764353,52.592472957190495,52.513061353599866,7.0,0.85,0.0
-3.5792938582119977,4.005888503575342,2.8357315552595064,-0.0007837089110650689,-0.0008858712440375946,-0.0004749430385867905,53.369171536970796,53.26209448882476,7.0,0.85,0.0
-3.547132799988824,4.00585870530201,2.8816096594517493,-0.0002301350814937967,-0.0008935618759585171,-0.00040550412118180504,54.22585979172963,54.12002344639579,7.0,0.85,0.0
-3.5144521573796697,4.00582558177872,2.927750604226691,-0.0008410392135151062,-0.0008965546828771212,-0.0001114317496136927,55.09518365923441,54.98626568507328,7.0,0.85,0.0
-3.481268316339615,4.005791667366683,2.9722608373187605,-0.0007027270568498913,-0.0008979910898221203,-0.0002215767450417713,55.94932152452256,55.81341794390194,7.0,0.85,0.0
-3.4475796751084857,4.005763068065723,3.016771091483929,0.000275223390077221,-0.0008972112757983522,9.835425031858616e-06,56.79354567920391,56.66479074595578,7.0,0.85,0.0
-3.4133823500956684,4.005739697111132,3.0623709618064185,0.00045603744727855036,-0.0008903286510628717,0.0008266236399916293,57.636353611392394,57.52301207097694,7.0,0.85,0.0
-3.378664607934759,4.0057100102187,3.1087174665969823,0.00033839313277011834,-0.0008851803678682106,7.468191831742023e-05,58.51686814501073,58.38793410900968,7.0,0.85,0.0
-3.3434330091390634,4.005686159784874,3.1538819103466795,0.0007856294973063187,-0.0008813084530949493,0.0007361847691927713,59.36472855448015,59.244556368620216,7.0,0.85,0.0
-3.307710976260269,4.005654592770752,3.1975866018382084,0.000228247400880309,-0.0008746998778793119,0.0005402726267114211,60.18073346195021,60.05855368831237,7.0,0.85,0.0
-3.2755382276282847,4.005627578486177,3.237010912561316,-0.00014695442769689432,-0.0008705415682368705,0.00045690720988196445,60.921934789709276,60.80959506557738,7.0,0.85,0.0
-3.2388784238698496,4.005591576307119,3.2807867928880814,-0.00100240222967942,-0.0008698165914354332,-0.0004295447428633413,61.733818422441246,61.632811206163545,7.0,0.85,0.0
-3.2017169306538626,4.005548549024798,3.3254723276394773,-0.0007612544334244788,-0.0008767297195787695,-0.0007394898059642344,62.56300549603107,62.44645910496905,7.0,0.85,0.0
-3.164063183068453,4.005508364584258,3.369493345263157,-2.446786265172449e-05,-0.0008867243566945165,-0.0007573000441510904,63.40412806355127,63.2759179045712,7.0,0.85,0.0
-3.1259214346587783,4.005471056236623,3.411517465703055,-0.00028005710510011796,-0.0008925726582550363,-0.0007161955617659147,64.20576303217354,64.08488058019107,7.0,0.85,0.0
-3.087302370111082,4.00543518790232,3.454114939984169,-0.00026243070011882074,-0.000896944017471059,-6.960626588690545e-05,65.0021122896926,64.89076128825857,7.0,0.85,0.0
-3.0481937093130886,4.005403804338846,3.499083809926103,0.00023605115069220454,-0.0008972191266007209,-0.00021950177811225552,65.84609673858705,65.7236897527873,7.0,0.85,0.0
-3.008585914239194,4.005371442371069,3.5428131520434936,-9.436426308816762e-06,-0.0008966385184160826,7.866739748488551e-05,66.66420361842441,66.54502293905082,7.0,0.85,0.0
-2.9684842812980023,4.00533459264686,3.5870185531052856,-0.00015052703434229161,-0.0008974060137810514,-0.00038580130150282034,67.5068183329568,67.36968247196535,7.0,0.85,0.0
-2.932415543804346,4.005301830062565,3.626972240401281,2.9220357807120014e-06,-0.0009042326340531555,-0.00034699635466395686,68.25417984013757,68.1300409995304,7.0,0.85,0.0
-2.8913517707442735,4.005274410945773,3.672883465830441,0.0006138512224490309,-0.0009011959685167772,0.0003171889859894989,69.12392256610369,68.99304217704866,7.0,0.85,0.0
-2.8497842691177,4.005245411134686,3.717631389530764,0.00017136690277232852,-0.0008921967195749171,0.0007280675426469551,69.95995755052738,69.82937477943695,7.0,0.85,0.0
-2.8077087521084287,4.005209807988323,3.763057653838789,-0.00018086643228184944,-0.0008859953500286371,0.00035694549253470443,70.78933708658407,70.67999353231394,7.0,0.85,0.0
-2.765117406567257,4.005183992156178,3.808850344992973,0.0008183793276110514,-0.00088302342995553,0.00045281459420330435,71.65847255305718,71.54545453731427,7.0,0.85,0.0
-2.7220238300605253,4.005146806273015,3.852474908751692,-0.0006379118733985533,-0.0008807253531646756,-8.015667978239987e-05,72.49620573420381,72.36616959070727,7.0,0.85,0.0
-2.678430128833399,4.005095525122711,3.8973358905830517,-0.0010009466666949045,-0.000884932211954377,-0.0005586904463471548,73.35484023614745,73.20130386726001,7.0,0.85,0.0
-2.6343314683680483,4.005044527085727,3.942293893752614,-0.000632438975045194,-0.0008995945407294729,-0.0016159950593066645,74.20479110306452,74.04628693976403,7.0,0.85,0.0
-2.589728837523002,4.005001211964023,3.9875427639755494,-1.6614952966468487e-05,-0.0009124788247991571,-0.0007889563286384501,75.06518797620824,74.86585316372873,7.0,0.85,0.0
-2.5496574632494653,4.004965107568059,4.026414142102571,7.925422556369133e-05,-0.0009146369959188889,0.00035801306999893,75.84045794459469,75.61855847535251,7.0,0.85,0.0
-2.5040963423654454,4.0049265879726725,4.072262070472318,0.0009013887902917433,-0.0009117610774428186,0.00014493776316497852,76.71210439127289,76.46639166817152,7.0,0.85,0.0
-2.4580347357872014,4.004894384137551,4.1167030302171534,0.001080275159168217,-0.0009051281198327586,0.0008395553358752617,77.53988964177786,77.29663820632993,7.0,0.85,0.0
-2.411469797386346,4.004868699981294,4.16155146845887,0.0006471048621928318,-0.0008938194637935953,0.0011414354435815067,78.38354787737043,78.14792063461712,7.0,0.85,0.0
-2.3644019088603145,4.0048347039210705,4.206793174727371,0.0012288301121000799,-0.0008827389745363126,0.0009208423456127076,79.24291071835745,78.98758603192093,7.0,0.85,0.0
-2.3168198470043726,4.004803969048316,4.252826784145477,0.0007912728168411971,-0.0008743559856228135,0.0008528485579942182,80.09606366184344,79.84870527292207,7.0,0.85,0.0
-2.268731350783322,4.004764886878243,4.296016505818516,-0.0006384778877135604,-0.0008630067986223934,0.0007938983066829808,80.93979261875407,80.69110820688735,7.0,0.85,0.0
-2.2201481612017098,4.004715636257645,4.341269091665668,-0.00022946469764546643,-0.0008593356801858514,-2.993211247747995e-05,81.77275186000438,81.51209022741158,7.0,0.85,0.0
-2.171056882636585,4.004668800243947,4.386128275676576,0.0002808685599658065,-0.0008626684468408251,-0.00032605838437783387,82.61476134318102,82.37234499430889,7.0,0.85,0.0
-2.1269944364822218,4.004635705677395,4.425895251407761,0.0005207622098109071,-0.0008663503599906824,-6.856401654830886e-05,83.35438147004626,83.12167419564881,7.0,0.85,0.0
-2.0769483105033046,4.004598843120132,4.471298522605297,-0.00025231517901294555,-0.0008661680441357845,0.00016623406518115704,84.20400999167128,83.97309806547234,7.0,0.85,0.0
-2.026395045252535,4.004558114762998,4.515176685098129,0.000321103897872748,-0.0008630185158901633,-7.966154706586973e-05,85.04834273191805,84.81096066204842,7.0,0.85,0.0
-1.9753472397396312,4.004523847746574,4.560203159963039,0.0012195686252316703,-0.000859929854169457,0.0005659731944757799,85.85726781462887,85.64909597555695,7.0,0.85,0.0
-1.923786207686113,4.004496253780247,4.60554025383674,0.0016592569200478359,-0.0008510032752253641,0.001372718061979652,86.69885109712271,86.51788207216966,7.0,0.85,0.0
-1.8717206237669084,4.004464457177489,4.649924420964106,0.0008984886510045523,-0.0008368303624538677,0.0013738594538160078,87.52756208700967,87.35553251103676,7.0,0.85,0.0
-1.8191517066367673,4.004420520160561,4.694921173983199,-0.00014312050240642012,-0.0008241207495732067,0.0011043553457288037,88.34668959659203,88.20428320498888,7.0,0.85,0.0
-1.7660826824280464,4.004378603407651,4.739774064868723,-3.805116262550812e-05,-0.0008132184699967508,0.000690961222667936,89.17933782845168,89.03181542146577,7.0,0.85,0.0
-1.7125083991764565,4.004332153370006,4.784603990494045,0.0001845503869933644,-0.0008057630727196084,0.0006795890373770405,90.04102947508596,89.8813798349448,7.0,0.85,0.0
-1.6644590361977214,4.0042916008519285,4.8258557906592765,-0.0007628751309519471,-0.0007976326709223183,0.0006733581284489971,90.79334682096078,90.64729615088932,7.0,0.85,0.0
-1.6099171888119532,4.004238935610498,4.870845401683867,-0.0002217865470339284,-0.0007973671727597475,-0.00013687593977406245,91.65432468053956,91.48810958598492,7.0,0.85,0.0
-1.5548726536548683,4.004191477201787,4.914647096264061,-0.00018807946145370377,-0.0007990963951000522,-2.1961809750622026e-05,92.49900023581918,92.324199359737,7.0,0.85,0.0
-1.499335228417596,4.004145767209261,4.958864948337806,0.0001638625992350063,-0.000800485030960741,-0.00019361531914692407,93.32538436236473,93.1458768831369,7.0,0.85,0.0
-1.4432929028431787,4.004101159740728,5.004215483019228,-0.0003700276527783163,-0.0008020982130322702,-2.5133989476446895e-06,94.19487020576562,93.98428355611252,7.0,0.83,-1.0
-1.3868440147388685,4.003937142539151,5.03227070645488,-0.015976668905502946,-0.0017589651134810038,-0.1694615378437882,96.9891391516914,96.7874454019813,7.0,0.83,-1.0
-1.330074321893068,4.003533695924235,5.060865201215558,-0.02438935076470769,-0.004564803240979932,-0.32833663927608564,98.981046282641,98.76644522162957,7.0,0.83,-1.0
-1.2729607952537725,4.002880683616412,5.092224545932391,-0.0232156162920193,-0.009095487213027196,-0.47566618207219935,100.80488354161045,100.56303557118997,7.0,0.83,-1.0
-1.2155164474120335,4.0019474058899736,5.122018780343394,-0.018377185019271408,-0.015217043321264605,-0.6111129165081484,102.52562448209817,102.27815469478456,7.0,0.83,-1.0
-1.164176409844008,4.000856698920172,5.1491200458214115,-0.009066043552534996,-0.021898778933540475,-0.7233270635970791,104.04738700026968,103.7860886841249,7.0,0.83,-1.0
-1.1061027550152291,3.9993186315829417,5.178492947713042,0.00763323937267782,-0.030712308332323118,-0.8415509462992085,105.79746664376702,105.55277316475059,7.0,0.83,-1.0
-1.0476987196300116,3.9974291886484536,5.2093825436179175,0.028784291184394673,-0.04080289098211887,-0.951377204958052,107.54578628324535,107.33712943708636,7.0,0.83,-1.0
-0.988952251077801,3.9951706034204997,5.241112699354742,0.0560632971086774,-0.052096568789896186,-1.055036744290955,109.38286857941816,109.16845920875743,7.0,0.83,-1.0
-0.929876968718114,3.992528297107414,5.270757280003697,0.08771149479369673,-0.0645168204572895,-1.1527318163624758,111.24330016048081,111.02011623875258,7.0,0.83,-1.0
-0.870491754705122,3.9894873486118567,5.297692464987881,0.1251042426212481,-0.07801416303738483,-1.2448734344133907,113.11247321859844,112.85361500589715,7.0,0.83,-1.0
-0.8108191306368407,3.9860399614475197,5.324503434838887,0.16767334825918837,-0.09252663871632354,-1.3336226697386842,114.94333467876902,114.70149679841437,7.0,0.83,-1.0
-0.7508485740214667,3.9821850791432825,5.352577696324136,0.21724008736330797,-0.10801606221268377,-1.4196385664085338,116.78572827732216,116.54761413618469,7.0,0.83,-1.0
-0.69057438297992,3.9779078649396276,5.37923496222375,0.27020222946048206,-0.1244298538279752,-1.5001318897103648,118.63967902879037,118.41802724628616,7.0,0.83,-1.0
-0.636754574880318,3.9737349134691557,5.401342741499827,0.32047938050658825,-0.1397810779163209,-1.56898770517417,120.31289064861627,120.10134675572726,7.0,0.83,-1.0
-0.5759364958175346,3.9686056333906135,5.425834885570566,0.3815799335057122,-0.15785930343095786,-1.6446059094057097,122.23377707256397,122.02868399533517,7.0,0.83,-1.0
-0.5148405436493578,3.963009721803048,5.448680918782006,0.44531335707919095,-0.17677985238299443,-1.717847149865543,124.18266803504099,123.97877134247585,7.0,0.83,-1.0
-0.4534863616458017,3.9569263810713142,5.469563560846155,0.5162992520614893,-0.1964975666559819,-1.7870592027638061,126.12221581967496,125.91041086229785,7.0,0.83,-1.0
-0.3918856641713211,3.9503584852825564,5.488101432567672,0.5886724349756188,-0.21695470944043288,-1.8502836206400473,128.0305724938379,127.82312958342538,7.0,0.83,-1.0
-0.3300530677469357,3.943284829608237,5.5045174812796605,0.6656879456813286,-0.23812149418386755,-1.912965304953281,129.96192232766364,129.74191262465118,7.0,0.83,-1.0
-0.2680002603775881,3.9357013312225058,5.519442520273107,0.7473775567443488,-0.25998042278745065,-1.9730420879483224,131.88220471904728,131.6801855561983,7.0,0.83,-1.0
-0.20572027317027863,3.9276066463276904,5.5315751228195715,0.8322198173714087,-0.2825086342720562,-2.031668470436219,133.84493905424983,133.65999771217696,7.0,0.83,-1.0
-0.14324604072913683,3.918995851590905,5.541006498429027,0.9215223319418716,-0.3056608052396309,-2.083578075602232,135.77705432479763,135.60634950436165,7.0,0.83,-1.0
-0.08755835742298224,3.910890838228607,5.547200708355934,1.0010324502492713,-0.326722637569615,-2.1281353739252142,137.529136340327,137.34398032735976,7.0,0.83,-1.0
-0.024757497326971054,3.9012615446396,5.550737897737808,1.0959378043131784,-0.35094262167304113,-2.1768855381037113,139.49726617739867,139.31174825656046,7.0,0.83,-1.0
