x,y,vx,vy,yaw,yaw_rate,wf,wr,f_FL,f_FR,f_RL,f_RR,status,omega,steer,timer
-3.870504415563125,3.9846026333523614,0.37848861046857357,0.00026710551002704844,0.0023159289703760244,-0.001094380212550228,7.3508767470351035,9.60512832062378,3.8198973644605325,3.6991583832377817,6.510414022943043,6.328632349920316,7.0,0.85,0.0,0.37777777777777777
-3.8659856007790756,3.984618339153608,0.4259279592979943,-0.00017475722284053676,0.002295779057126427,-0.001482406151269003,7.791800033985282,10.02820555591617,2.8703177230994177,3.4130453307123534,6.697005691497558,6.785415635783834,7.0,0.85,0.0,0.3888888888888889
-3.8609686817959417,3.9846375680963275,0.466133566809904,0.0012460995328233372,0.002276675757446873,-0.0034772425668033336,9.343231947821948,11.608952070292965,2.7820649294615727,3.7185059804238603,6.484745935560833,6.422037463503112,7.0,0.85,0.0,0.4
-3.855463778961487,3.9846583476649995,0.5110340108556145,0.00030194617444910825,0.002237072937018057,-0.00234101880693622,9.626145582448057,11.868366830506842,2.7820489330364078,3.591906547766002,6.582979073062577,6.6188165516466295,7.0,0.85,0.0,0.41111111111111115
-3.8494618042780977,3.984675568194257,0.5558868805014149,-0.00016457795343128705,0.002216843530509545,-0.001722923783794795,10.916478739231247,13.178087026486264,3.6757894607825556,2.1969308136085943,6.4266281219431844,6.527742415194182,7.0,0.85,0.0,0.4222222222222222
-3.8429485549826703,3.984691487753189,0.6007955787765703,0.0005920228191194628,0.002206124439170602,-0.00048164931174876494,11.502376129422515,13.768729781251508,3.564905259620458,1.7267138632700325,6.6181916324464325,6.498537784239261,7.0,0.85,0.0,0.43333333333333335
-3.8359299900963406,3.9847072583628407,0.6458372619635981,-0.000618658475685128,0.002193668200408045,0.0010765008775820224,12.282269927040886,14.549606161973447,2.5443925962946223,1.5938305364119267,6.519806224042426,6.685459536948218,7.0,0.85,0.0,0.4444444444444445
-3.828407065608031,3.984715138513262,0.6917759772084723,-0.0008077035989688076,0.0022211316946812794,0.00348077250579431,12.799156240300718,15.061683533529273,3.1224379301548604,3.561907487365492,6.400938415079897,6.617717555660059,7.0,0.85,0.0,0.45555555555555555
-3.821295282587773,3.984730103509798,0.7318605139607524,-0.00016402081130605892,0.0022373117322984906,-0.0002869943833048046,13.578656522967037,15.851054558034457,3.554694508801384,2.458478545558269,6.641016019248395,6.4694860304384845,7.0,0.85,0.0,0.4666666666666667
-3.812827163356178,3.984741955478929,0.7744525535665983,-0.00014489586856838565,0.0022579478691822637,0.002012833753572117,14.51193510016228,16.77015301768467,2.704808649374187,0.05244858337979558,6.67171993177899,6.475883738487608,7.0,0.85,0.0,0.4777777777777778
-3.803865112192789,3.9847510834212363,0.8192519326721088,-0.0016665588537221052,0.002287701533647773,0.004731729834151723,15.219341876898401,17.46915346053476,3.47437581512047,3.578113116596381,6.425476148335,6.40955800208271,7.0,0.85,0.0,0.48888888888888893
-3.794403785241854,3.9847652721092177,0.8640101802015205,7.297600572072065e-05,0.002332038319416595,0.0021363484200210493,15.995912042680503,18.25571813363925,2.609390824734679,3.2625040893225403,6.492138355470883,6.552134960075337,7.0,0.85,0.0,0.5
-3.7844464548299928,3.9847891581866737,0.9074705737382353,-3.174948995653484e-06,0.002338794690150233,-0.0007410042735578909,16.98674143368551,19.260771752707804,0.2436625416755833,2.587189600404252,6.698771946776974,6.387941092870902,7.0,0.85,0.0,0.5111111111111112
-3.7739875286626536,3.9848206445529626,0.9523186077227324,0.000689998880476238,0.0023225166680296326,-0.0033641715433351937,17.98618716944278,20.257941912072702,1.0229018696676977,0.4807079587537471,6.549527265836237,6.777637066122248,7.0,0.85,0.0,0.5222222222222223
-3.7630214504875243,3.9848455211910596,0.9966552756436897,-0.0004843788434085694,0.002310166971052835,0.0011261535882801884,18.750960428949156,21.045303156201015,0.26380925240546405,1.4009063962854609,6.837229409818105,6.52716175856299,7.0,0.85,0.0,0.5333333333333333
-3.751558133657989,3.9848748864787042,1.041430457428469,0.0008722534833714159,0.00231727188138532,-0.002133968056831827,19.37532886418269,21.670336406113172,2.9617523197366005,1.8065155960809298,6.295819150591617,6.566420123434095,7.0,0.85,0.0,0.5444444444444445
